Date,sentiment,CP,sentiment_shifted,return,sentiment_rolling
2008-09-17,0.0,1156.39,0.0,-0.047140738299274676,0.0
2008-09-19,0.0,1255.08,0.0,0.08534318006900765,0.0
2008-09-24,0.0,1185.87,0.0,-0.05514389520986718,0.0
2008-09-26,0.0,1213.27,0.0,0.02310539941140277,0.0
2008-09-29,-0.3666666666666667,1106.42,0.0,-0.08806778375794333,-0.07333333333333335
2008-10-01,0.0,1161.06,-0.3666666666666667,0.0493845013647618,-0.07333333333333335
2008-10-06,0.0,1056.89,0.0,-0.08971973885931805,-0.07333333333333335
2008-10-07,-0.0625,996.23,0.0,-0.057394809298981,-0.08583333333333334
2008-10-13,0.0,1003.35,-0.0625,0.007146943978800113,-0.08583333333333334
2008-10-15,0.0,907.84,0.0,-0.09519110978222955,-0.012500000000000011
2008-10-17,0.1875,940.55,0.0,0.03603057807543175,0.024999999999999988
2008-10-20,0.0,985.4,0.1875,0.0476848652384243,0.024999999999999988
2008-10-21,0.25,955.05,0.0,-0.030799675258778136,0.0875
2008-10-23,0.0,908.11,0.25,-0.049149259201088924,0.0875
2008-10-24,0.0,876.77,0.0,-0.03451123762539787,0.0875
2008-10-29,-0.1,930.09,0.0,0.06081412457086821,0.02999999999999999
2008-10-30,0.0,954.09,-0.1,0.02580395445602046,0.02999999999999999
2008-11-03,-0.08579545454545452,966.3,0.0,0.012797534823758783,-0.03715909090909092
2008-11-04,0.0,1005.75,-0.08579545454545452,0.04082583048742627,-0.03715909090909092
2008-11-05,0.0,952.77,0.0,-0.05267710663683822,-0.03715909090909092
2008-11-07,0.0,930.99,0.0,-0.02285966182814314,-0.017159090909090915
2008-11-10,0.0,919.21,0.0,-0.012653197134233407,-0.017159090909090915
2008-11-11,0.0,898.95,0.0,-0.02204066535394522,0.0
2008-11-17,-0.22777777777777777,850.75,0.0,-0.05361811001724237,-0.045555555555555564
2008-11-21,0.0,800.03,-0.22777777777777777,-0.05961798413164854,-0.045555555555555564
2008-11-24,0.0,851.81,0.0,0.06472257290351613,-0.045555555555555564
2008-11-26,0.0,887.68,0.0,0.04211032976837559,-0.045555555555555564
2008-12-01,0.3,816.21,0.0,-0.08051324801730342,0.014444444444444432
2008-12-02,0.1,848.81,0.3,0.03994070153514406,0.07999999999999999
2008-12-03,0.0,870.74,0.1,0.02583617063889454,0.07999999999999999
2008-12-04,-0.375,845.22,0.0,-0.0293084043457289,0.004999999999999982
2008-12-09,0.25,888.67,-0.375,0.0514067343413549,0.05499999999999998
2008-12-11,0.12500000000000008,873.59,0.25,-0.016969178660245055,0.02
2008-12-17,-0.2652777777777778,904.42,0.12500000000000008,0.035291154889593335,-0.05305555555555556
2008-12-18,0.0,885.28,-0.2652777777777778,-0.021162734127949445,-0.05305555555555556
2008-12-24,-0.13333333333333333,868.15,0.0,-0.01934981022953186,-0.004722222222222222
2008-12-30,0.0,890.64,-0.13333333333333333,0.025905661464032725,-0.05472222222222223
2008-12-31,0.0,903.25,0.0,0.014158358034671803,-0.07972222222222225
2009-01-07,0.0,906.65,0.0,0.0037641848879048645,-0.026666666666666682
2009-01-08,0.0,909.73,0.0,0.003397121270611647,-0.026666666666666682
2009-01-12,0.0,870.26,0.0,-0.04338649929099847,0.0
2009-01-20,0.55,805.22,0.0,-0.07473628570771951,0.10999999999999999
2009-01-21,0.08,840.24,0.55,0.043491219790864566,0.12599999999999997
2009-01-23,0.1,831.95,0.08,-0.00986622869656284,0.146
2009-01-28,0.0,874.09,0.1,0.050652082456878356,0.146
2009-01-30,-0.7,825.88,0.0,-0.055154503540825406,0.006000000000000005
2009-02-02,-0.26666666666666666,825.44,-0.7,-0.0005327650506126158,-0.15733333333333333
2009-02-09,0.2,869.89,-0.26666666666666666,0.05385006784260504,-0.13333333333333333
2009-02-17,0.0,789.17,0.2,-0.09279334168688003,-0.15333333333333335
2009-02-18,0.17500000000000002,788.42,0.0,-0.0009503655739574457,-0.11833333333333333
2009-02-23,0.0,743.33,0.17500000000000002,-0.0571903300271428,0.02166666666666665
2009-02-25,-0.5,764.9,0.0,0.029018067345593312,-0.025000000000000022
2009-03-02,0.5,700.82,-0.5,-0.08377565694862066,0.03499999999999999
2009-03-03,0.0,696.33,0.5,-0.006406780628406716,0.03499999999999999
2009-03-04,0.0,712.87,0.0,0.023753105567762445,-1.6653345369377347e-17
2009-03-05,0.0,682.55,0.0,-0.04253229901665112,-1.6653345369377347e-17
2009-03-09,0.0,676.53,0.0,-0.008819866676433974,0.09999999999999998
2009-03-13,-0.05,756.55,0.0,0.1182800467089411,-0.010000000000000023
2009-03-18,0.0,794.35,-0.05,0.04996365078316045,-0.010000000000000023
2009-03-26,0.0,832.86,0.0,0.04847988921759927,-0.010000000000000023
2009-04-06,-0.04999999999999999,835.48,0.0,0.003145786806906248,-0.02000000000000002
2009-04-13,-0.16666666666666666,858.73,-0.04999999999999999,0.027828314262459797,-0.05333333333333336
2009-04-17,0.0,869.6,-0.16666666666666666,0.012658227848101333,-0.04333333333333335
2009-04-28,-0.07777777777777778,855.16,0.0,-0.016605335786568642,-0.0588888888888889
2009-04-30,-0.1875,872.81,-0.07777777777777778,0.02063941250760082,-0.0963888888888889
2009-05-07,0.0,907.39,-0.1875,0.03961916110035402,-0.0863888888888889
2009-05-11,0.0,909.24,0.0,0.0020388146221581582,-0.05305555555555558
2009-05-29,0.0,919.14,0.0,0.010888214332849477,-0.05305555555555558
2009-06-01,0.0,942.87,0.0,0.02581761211567346,-0.03750000000000002
2009-06-05,0.0,940.09,0.0,-0.0029484446424214994,0.0
2009-06-11,0.0,944.89,0.0,0.005105894116520737,0.0
2009-06-17,0.19444444444444445,910.71,0.0,-0.03617352284392883,0.03888888888888887
2009-06-19,0.0,921.23,0.19444444444444445,0.01155142690867561,0.03888888888888887
2009-06-24,0.0,900.94,0.0,-0.022024901490398707,0.03888888888888887
2009-07-01,-0.033333333333333326,923.33,0.0,0.024851821430949883,0.0322222222222222
2009-07-02,0.0,896.42,-0.033333333333333326,-0.029144509546966013,0.0322222222222222
2009-07-08,0.0,879.56,0.0,-0.018808147966355104,-0.006666666666666687
2009-07-09,0.5,882.68,0.0,0.0035472281595343436,0.09333333333333331
2009-07-13,0.2,901.05,0.5,0.02081161915983132,0.1333333333333333
2009-07-31,0.0,987.48,0.2,0.09592142500416179,0.13999999999999999
2009-08-05,0.0,1002.72,0.0,0.015433223964029574,0.13999999999999999
2009-08-07,0.0,1010.48,0.0,0.007738950055848015,0.13999999999999999
2009-08-11,0.0,994.35,0.0,-0.015962710790911272,0.03999999999999998
2009-08-13,0.1,1012.73,0.0,0.01848443706944236,0.01999999999999998
2009-08-14,0.03333333333333333,1004.09,0.1,-0.008531395337355474,0.026666666666666644
2009-08-19,0.0,996.46,0.03333333333333333,-0.007598920415500587,0.026666666666666644
2009-08-31,0.0,1020.62,0.0,0.02424583023904625,0.026666666666666644
2009-09-01,0.0,998.04,0.0,-0.02212380709764661,0.026666666666666644
2009-09-02,-0.16666666666666666,994.75,0.0,-0.0032964610636847524,-0.02666666666666669
2009-09-08,0.0,1025.39,-0.16666666666666666,0.030801708972103548,-0.033333333333333354
2009-09-09,0.0,1033.37,0.0,0.0077824047435608446,-0.033333333333333354
2009-09-10,0.0,1044.14,0.0,0.010422210824777345,-0.033333333333333354
2009-09-11,0.25,1042.73,0.0,-0.001350393625376034,0.016666666666666646
2009-09-14,0.0,1049.34,0.25,0.006339129017099321,0.049999999999999975
2009-09-16,0.0,1068.76,0.0,0.01850687098557202,0.049999999999999975
2009-09-18,-0.6999999999999998,1068.3,0.0,-0.00043040532954086164,-0.09
2009-09-22,0.1143939393939394,1071.66,-0.6999999999999998,0.0031451839370963963,-0.06712121212121211
2009-09-23,0.0,1060.87,0.1143939393939394,-0.010068491872422425,-0.11712121212121211
2009-09-25,0.0,1044.38,0.0,-0.015543846088587498,-0.11712121212121211
2009-09-28,-0.25,1062.98,0.0,0.01780960952909849,-0.16712121212121211
2009-09-30,0.0,1057.08,-0.25,-0.005550433686428824,-0.027121212121212147
2009-10-01,0.0,1029.85,0.0,-0.025759639762364284,-0.050000000000000024
2009-10-06,0.0,1054.72,0.0,0.024149147934165338,-0.050000000000000024
2009-10-07,0.0,1057.58,0.0,0.0027116201456309774,-0.050000000000000024
2009-10-08,-0.13333333333333333,1065.48,0.0,0.007469884074963629,-0.02666666666666669
2009-10-09,-0.125,1071.49,-0.13333333333333333,0.005640650223373456,-0.05166666666666668
2009-10-12,0.2,1076.19,-0.125,0.004386415178863068,-0.011666666666666686
2009-10-19,0.0,1097.91,0.2,0.020182309815181432,-0.011666666666666686
2009-10-27,0.4,1063.41,0.0,-0.03142334071098729,0.06833333333333332
2009-10-28,0.0,1042.63,0.4,-0.0195409108434188,0.09499999999999997
2009-10-30,0.0,1036.19,0.0,-0.006176687799123393,0.11999999999999997
2009-11-05,0.0,1066.63,0.0,0.029376851735685605,0.07999999999999999
2009-11-09,0.0,1093.08,0.0,0.024797727421880023,0.07999999999999999
2009-11-12,-0.15555555555555556,1087.24,0.0,-0.005342701357631596,-0.031111111111111135
2009-11-13,-0.07083333333333333,1093.48,-0.15555555555555556,0.005739303189728151,-0.0452777777777778
2009-11-23,0.0,1106.24,-0.07083333333333333,0.011669166331345737,-0.0452777777777778
2009-11-24,0.2857142857142857,1105.65,0.0,-0.0005333381544690985,0.011865079365079339
2009-11-25,0.21666666666666667,1110.63,0.2857142857142857,0.004504137837471278,0.05519841269841268
2009-11-27,0.0,1091.49,0.21666666666666667,-0.017233462089084717,0.0863095238095238
2009-12-03,0.0,1099.92,0.0,0.007723387296264761,0.10047619047619046
2009-12-07,-0.07777777777777778,1103.25,0.0,0.00302749290857518,0.08492063492063488
2009-12-10,0.25,1102.35,-0.07777777777777778,-0.000815771583956626,0.07777777777777775
2009-12-14,0.0,1114.11,0.25,0.010668118111307745,0.03444444444444441
2009-12-15,0.02916666666666667,1107.93,0.0,-0.005547028569889756,0.040277777777777746
2009-12-16,0.2833333333333333,1109.18,0.02916666666666667,0.0011282301228416891,0.09694444444444442
2009-12-21,0.0,1114.05,0.2833333333333333,0.004390630916532912,0.11249999999999996
2009-12-22,0.7,1118.02,0.0,0.0035635743458553026,0.20249999999999996
2009-12-30,0.16249999999999998,1126.42,0.7,0.007513282409974842,0.23499999999999996
2010-01-05,0.11666666666666665,1136.52,0.16249999999999998,0.008966460112568964,0.25249999999999995
2010-01-06,-0.5,1137.14,0.11666666666666665,0.0005455249357688707,0.09583333333333327
2010-01-07,-0.05,1141.69,-0.5,0.004001266334840103,0.08583333333333328
2010-01-11,-0.15,1146.98,-0.05,0.004633481943434603,-0.08416666666666672
2010-01-13,0.0,1145.68,-0.15,-0.0011334112190273249,-0.11666666666666672
2010-01-14,0.0,1148.46,0.0,0.002426506528873551,-0.14000000000000007
2010-01-20,0.0,1138.04,0.0,-0.009073019521794512,-0.040000000000000056
2010-01-28,0.0,1084.53,0.0,-0.047019436926645786,-0.03000000000000006
2010-02-02,0.0,1103.32,0.0,0.01732547739573831,0.0
2010-02-04,0.0,1063.11,0.0,-0.0364445491788421,0.0
2010-02-05,0.11111111111111112,1066.19,0.0,0.002897160218604089,0.022222222222222168
2010-02-08,-0.10555555555555557,1056.74,0.11111111111111112,-0.0088633358031871,0.0011111111111110545
2010-02-12,0.0,1075.51,-0.10555555555555557,0.017762174233964867,0.0011111111111110545
2010-02-18,0.08,1106.75,0.0,0.02904668482859285,0.017111111111111056
2010-02-23,0.0,1094.6,0.08,-0.0109780889993224,0.017111111111111056
2010-02-26,0.0,1104.49,0.0,0.009035264023387723,-0.005111111111111169
2010-03-01,-0.5,1115.71,0.0,0.010158534708326838,-0.08400000000000005
2010-03-02,0.0,1118.31,-0.5,0.0023303546620536686,-0.08400000000000005
2010-03-05,0.125,1138.7,0.0,0.01823286924019296,-0.07500000000000004
2010-03-08,0.0,1138.5,0.125,-0.00017563888644944736,-0.07500000000000005
2010-03-09,-0.7999999999999999,1140.45,0.0,0.001712779973649603,-0.23500000000000004
2010-03-10,-0.4,1145.61,-0.7999999999999999,0.004524529790871812,-0.21500000000000002
2010-03-12,-1.0,1149.99,-0.4,0.0038232906486501683,-0.41500000000000004
2010-03-15,0.2,1150.51,-1.0,0.00045217784502482594,-0.4
2010-03-22,0.0,1165.81,0.2,0.013298450252496652,-0.4
2010-03-24,0.25,1167.72,0.0,0.0016383458711111132,-0.19000000000000009
2010-04-01,0.0,1178.1,0.25,0.008889117254136103,-0.11000000000000006
2010-04-05,0.125,1187.44,0.0,0.007928019692725607,0.11499999999999995
2010-04-12,0.0,1196.48,0.125,0.007613016236609926,0.07499999999999996
2010-04-14,-0.13541666666666669,1210.65,0.0,0.011843073014174976,0.04791666666666662
2010-04-15,0.0,1211.67,-0.13541666666666669,0.0008425226118200513,-0.0020833333333333814
2010-04-19,-0.08333333333333333,1197.52,0.0,-0.01167809717167223,-0.018750000000000048
2010-04-22,0.195,1208.67,-0.08333333333333333,0.00931090921237221,-0.004750000000000043
2010-04-23,1.0,1217.28,0.195,0.007123532477847361,0.19524999999999995
2010-04-28,0.0,1191.36,1.0,-0.021293375394321856,0.22233333333333327
2010-04-30,0.0,1186.69,0.0,-0.003919889873757576,0.22233333333333327
2010-05-04,0.0,1173.6,0.0,-0.011030681980972457,0.23899999999999996
2010-05-05,0.0,1165.87,0.0,-0.0065865712338105675,0.19999999999999996
2010-05-06,0.0,1128.15,0.0,-0.032353521404616115,0.0
2010-05-07,0.35000000000000003,1110.88,0.0,-0.015308248016664416,0.06999999999999997
2010-05-11,-0.1,1155.79,0.35000000000000003,0.04042740890105123,0.04999999999999996
2010-05-12,0.1787878787878788,1171.67,-0.1,0.013739520155045648,0.08575757575757573
2010-05-17,-0.6999999999999998,1136.94,0.1787878787878788,-0.02964145194466017,-0.054242424242424245
2010-05-18,0.5,1120.8,-0.6999999999999998,-0.014195999788907177,0.045757575757575754
2010-05-20,0.0,1071.59,0.5,-0.043906138472519673,-0.024242424242424253
2010-05-25,0.09999999999999998,1074.03,0.0,0.0022769902667998387,0.01575757575757574
2010-05-26,0.0,1067.95,0.09999999999999998,-0.005660921948176467,-0.020000000000000018
2010-06-01,0.04545454545454545,1070.71,0.0,0.002584390654993163,0.12909090909090903
2010-06-07,-0.125,1050.47,0.04545454545454545,-0.018903344509717868,0.004090909090909039
2010-06-08,0.0,1062.0,-0.125,0.010976039296695772,0.004090909090909039
2010-06-11,0.25,1091.6,0.0,0.027871939736346496,0.03409090909090905
2010-06-14,0.0,1089.63,0.25,-0.0018046903627700894,0.03409090909090905
2010-06-15,0.0,1115.23,0.0,0.023494213632150318,0.024999999999999956
2010-06-21,0.0,1113.2,0.0,-0.0018202523246325653,0.049999999999999954
2010-06-22,-0.07777777777777778,1095.31,0.0,-0.016070786920589386,0.0344444444444444
2010-06-23,0.0,1092.04,-0.07777777777777778,-0.0029854561722252315,-0.0155555555555556
2010-06-28,0.0,1074.57,0.0,-0.015997582506135366,-0.0155555555555556
2010-06-29,0.0,1041.24,0.0,-0.031017057985984975,-0.0155555555555556
2010-06-30,-0.005555555555555554,1030.71,0.0,-0.010112942261150115,-0.01666666666666671
2010-07-06,0.0,1028.06,-0.005555555555555554,-0.002571043261441197,-0.0011111111111111551
2010-07-07,0.0,1060.27,0.0,0.03133085617570952,-0.0011111111111111551
2010-07-13,0.15357142857142858,1095.34,0.0,0.03307648051911305,0.02960317460317456
2010-07-14,-0.02500000000000001,1095.17,0.15357142857142858,-0.00015520295068183199,0.024603174603174557
2010-07-20,-0.375,1083.48,-0.02500000000000001,-0.010674141914040813,-0.049285714285714335
2010-07-21,0.0,1069.59,-0.375,-0.012819802857459428,-0.049285714285714335
2010-07-26,0.1,1115.01,0.0,0.04246486971643337,-0.02928571428571433
2010-07-30,0.07083333333333335,1101.6,0.1,-0.012026797965937641,-0.04583333333333338
2010-08-02,0.1,1125.86,0.07083333333333335,0.02202251270878719,-0.020833333333333377
2010-08-04,0.09999999999999999,1127.24,0.1,0.0012257296644344606,0.07416666666666662
2010-08-06,0.0,1121.64,0.09999999999999999,-0.0049678861644369965,0.07416666666666662
2010-08-09,0.6,1127.79,0.0,0.0054830426874932225,0.1741666666666666
2010-08-10,0.0,1121.06,0.6,-0.005967423013149675,0.15999999999999995
2010-08-11,0.0,1089.47,0.0,-0.028178688027402532,0.13999999999999996
2010-08-17,0.5,1092.54,0.0,0.0028178839252113175,0.21999999999999992
2010-08-24,0.0,1051.87,0.5,-0.03722518168671174,0.21999999999999992
2010-08-27,-0.08499999999999999,1064.59,0.0,0.012092749103976841,0.08299999999999996
2010-08-30,0.08333333333333333,1048.92,-0.08499999999999999,-0.014719281601367484,0.09966666666666663
2010-09-03,0.16666666666666666,1104.51,0.08333333333333333,0.052997368722114135,0.13299999999999995
2010-09-07,-0.35,1091.84,0.16666666666666666,-0.011471150102760563,-0.03700000000000005
2010-09-09,0.0,1104.18,-0.35,0.011302022274326085,-0.03700000000000005
2010-09-10,0.0,1109.55,0.0,0.0048633374993207745,-0.020000000000000046
2010-09-13,-0.05,1121.9,0.0,0.011130638547158789,-0.04666666666666671
2010-09-14,0.0,1121.1,-0.05,-0.0007130760317320961,-0.08000000000000004
2010-09-15,0.03333333333333333,1125.07,0.0,0.0035411649273036083,-0.003333333333333378
2010-09-17,0.0,1125.59,0.03333333333333333,0.00046219346351783486,-0.003333333333333378
2010-09-20,-0.06666666666666665,1142.71,0.0,0.01520980108209935,-0.016666666666666708
2010-09-21,0.0,1139.78,-0.06666666666666665,-0.0025640801253161705,-0.006666666666666707
2010-09-22,0.0,1134.28,0.0,-0.004825492638930284,-0.006666666666666707
2010-09-24,0.25,1148.67,0.0,0.012686461896533663,0.036666666666666625
2010-09-27,0.0,1142.16,0.25,-0.005667424064352722,0.036666666666666625
2010-09-28,-1.0,1147.7,0.0,0.004850458779855682,-0.15000000000000005
2010-09-29,0.0,1144.73,-1.0,-0.0025877842641806037,-0.15000000000000005
2010-09-30,0.010714285714285714,1141.2,0.0,-0.0030836965922095283,-0.1478571428571429
2010-10-01,0.0,1146.24,0.010714285714285714,0.00441640378548902,-0.1978571428571429
2010-10-04,0.0,1137.03,0.0,-0.008034966499162466,-0.1978571428571429
2010-10-08,0.0,1165.15,0.0,0.024731097684318026,0.0021428571428570983
2010-10-12,0.25,1169.77,0.0,0.003965154701111251,0.0521428571428571
2010-10-13,0.049999999999999996,1178.1,0.25,0.007121057985757906,0.05999999999999996
2010-10-14,0.25,1173.81,0.049999999999999996,-0.0036414565826330403,0.10999999999999996
2010-10-19,0.125,1165.9,0.25,-0.006738739659740367,0.13499999999999995
2010-10-20,0.0,1178.17,0.125,0.010524058667124025,0.13499999999999995
2010-10-22,0.0,1183.08,0.0,0.004167480075031538,0.08499999999999996
2010-10-26,0.15,1185.64,0.0,0.0021638435270650014,0.10499999999999995
2010-10-29,0.2,1183.26,0.15,-0.00200735467764257,0.09499999999999996
2010-11-02,-0.125,1193.57,0.2,0.008713216030289184,0.044999999999999964
2010-11-04,0.0,1221.06,-0.125,0.023031745100831946,0.044999999999999964
2010-11-05,0.0,1225.85,0.0,0.003922821155389444,0.044999999999999964
2010-11-08,-0.17499999999999996,1223.25,0.0,-0.002120977281070191,-0.020000000000000028
2010-11-10,0.0,1218.71,-0.17499999999999996,-0.0037114244839566712,-0.06000000000000003
2010-11-11,0.0,1213.54,0.0,-0.004242190512919408,-0.03500000000000003
2010-11-12,0.0,1199.21,0.0,-0.011808428234751145,-0.03500000000000003
2010-11-15,0.31212121212121213,1197.75,0.0,-0.001217468166543001,0.027424242424242396
2010-11-18,0.22499999999999998,1196.69,0.31212121212121213,-0.0008849926946357112,0.10742424242424238
2010-11-22,0.0,1197.84,0.22499999999999998,0.0009609840476647591,0.10742424242424238
2010-11-23,0.0,1180.73,0.0,-0.014284044613637747,0.10742424242424238
2010-11-24,0.0,1198.35,0.0,0.014922971382111072,0.10742424242424238
2010-11-26,0.0,1189.4,0.0,-0.007468602661993451,0.04499999999999995
2010-11-29,0.018750000000000003,1187.76,0.0,-0.001378846477215534,0.003749999999999956
2010-11-30,0.0,1180.55,0.018750000000000003,-0.006070249882131118,0.003749999999999956
2010-12-02,0.0,1221.53,0.0,0.0347126339418069,0.003749999999999956
2010-12-03,0.0,1224.71,0.0,0.0026032925920771444,0.003749999999999956
2010-12-09,0.28333333333333327,1233.0,0.0,0.006768949383935796,0.060416666666666605
2010-12-10,0.03238636363636363,1240.4,0.28333333333333327,0.0060016220600163095,0.06314393939393934
2010-12-13,-0.05,1240.46,0.03238636363636363,4.837149306680111e-05,0.053143939393939334
2010-12-14,1.0,1241.59,-0.05,0.0009109523886299264,0.2531439393939393
2010-12-16,0.0,1242.87,1.0,0.0010309361383387117,0.2531439393939393
2010-12-17,0.0,1243.91,0.0,0.0008367729529237256,0.1964772727272727
2010-12-20,0.5,1247.08,0.0,0.0025484158821778014,0.2899999999999999
2010-12-22,0.0,1258.84,0.5,0.009430028546685065,0.29999999999999993
2010-12-23,-0.11666666666666665,1256.77,0.0,-0.0016443710082297835,0.07666666666666663
2010-12-30,1.0,1257.88,-0.11666666666666665,0.0008832164994392322,0.2766666666666666
2010-12-31,0.1,1257.64,1.0,-0.00019079721436066066,0.29666666666666663
2011-01-03,0.0,1271.87,0.1,0.011314843675455544,0.1966666666666666
2011-01-04,-0.034722222222222224,1270.2,0.0,-0.0013130272747999827,0.18972222222222218
2011-01-05,0.0,1276.56,-0.034722222222222224,0.005007085498346608,0.2130555555555555
2011-01-06,0.125,1273.85,0.0,-0.0021228927743310866,0.03805555555555551
2011-01-11,0.25,1274.48,0.125,0.0004945637241433598,0.06805555555555551
2011-01-12,0.06818181818181818,1285.96,0.25,0.009007595254535206,0.08169191919191915
2011-01-13,0.2,1283.76,0.06818181818181818,-0.001710784161249257,0.1286363636363636
2011-01-14,0.06818181818181818,1293.24,0.2,0.007384557861282559,0.14227272727272725
2011-01-18,1.0,1295.02,0.06818181818181818,0.0013763879867618733,0.31727272727272726
2011-01-19,0.3,1281.92,1.0,-0.010115673889206311,0.32727272727272727
2011-01-20,-0.375,1280.26,0.3,-0.0012949326010983642,0.23863636363636362
2011-01-21,0.2916666666666667,1283.35,-0.375,0.0024135722431379847,0.25696969696969696
